MS Zoning,TotRms AbvGrd,House Style,Roof Matl,Mas Vnr Type,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,Overall Qual,Overall Cond,Bedroom AbvGr,Fireplace Qu,Garage Type,Fireplaces,Garage Cars,Sale Type,Gr Liv Area,Total Bsmt SF,Garage Area,1st Flr SF,Year Remod/Add,Year Built,Mas Vnr Area,BsmtFin SF 1,age of house,SalePrice
RL,6,1Story,CompShg,BrkFace,3,3,3,3,3,5,4,5,3,0,Detchd,0,2.0,WD ,960,960.0,576.0,960,1970,1970,160.0,789.0,51,129000
RL,6,1Story,CompShg,BrkFace,3,3,3,3,1,4,5,6,2,2,Attchd,1,1.0,WD ,1236,1070.0,447.0,1236,1996,1957,64.0,360.0,64,134450
RL,7,1Story,CompShg,None,3,4,3,3,1,1,5,7,3,0,Attchd,0,2.0,WD ,1416,816.0,576.0,1416,2007,1918,0.0,0.0,103,112000
RL,7,2Story,CompShg,BrkFace,4,3,4,3,1,6,7,5,3,3,Attchd,1,2.0,WD ,1873,929.0,619.0,946,1988,1988,360.0,608.0,33,207000
RM,11,2Story,CompShg,None,3,3,3,2,1,1,5,1,4,0,NA,0,0.0,WD ,2128,1040.0,0.0,1088,1950,1922,0.0,0.0,99,62500
RL,6,2Story,CompShg,Stone,4,3,4,3,1,6,7,5,2,0,BuiltIn,0,2.0,WD ,1626,764.0,474.0,764,2004,2003,106.0,573.0,18,154000
RL,5,1Story,CompShg,None,3,3,3,3,1,6,5,7,2,0,Detchd,0,1.0,WD ,816,816.0,308.0,816,1957,1957,0.0,708.0,64,129900
RM,4,2Story,CompShg,None,3,3,4,3,1,3,5,3,3,0,Attchd,0,1.0,WD ,1112,536.0,336.0,536,1976,1976,0.0,129.0,45,85000
RM,5,1.5Fin,CompShg,None,3,3,3,3,1,1,7,7,2,4,Detchd,1,1.0,WD ,1111,572.0,288.0,572,1950,1926,0.0,0.0,95,116900
RL,7,2Story,CompShg,None,3,3,3,3,1,5,6,6,3,3,Attchd,1,2.0,WD ,1441,855.0,440.0,855,1978,1978,0.0,311.0,43,148500
RL,5,1.5Fin,CompShg,None,3,2,4,3,1,4,4,4,2,0,Detchd,0,1.0,WD ,924,672.0,280.0,672,1950,1941,0.0,348.0,80,80000
RL,5,SFoyer,CompShg,None,3,3,4,3,3,2,5,5,2,0,Attchd,0,2.0,WD ,1126,1060.0,506.0,1126,1984,1984,0.0,104.0,37,152000
RL,6,1Story,CompShg,None,3,4,2,3,1,1,5,6,3,0,Detchd,0,1.0,Oth,992,381.0,319.0,992,1954,1954,0.0,0.0,67,155891
RL,7,1.5Fin,CompShg,None,3,4,3,3,1,1,6,7,3,0,Detchd,0,2.0,WD ,1376,768.0,576.0,752,1950,1920,0.0,0.0,101,165000
FV,4,1Story,CompShg,None,4,3,4,3,1,1,7,5,2,0,Attchd,0,2.0,New,1218,1218.0,676.0,1218,2010,2009,0.0,0.0,12,204500
RL,7,2Story,CompShg,Stone,3,3,3,3,1,2,5,7,3,4,Attchd,2,1.0,WD ,1644,728.0,312.0,888,1995,1942,224.0,386.0,79,146500
RL,7,1Story,CompShg,BrkFace,3,3,4,3,1,5,7,5,3,3,Attchd,1,2.0,COD,1601,1271.0,478.0,1601,1978,1978,206.0,704.0,43,157000
RM,10,2Story,CompShg,None,3,3,3,3,2,1,7,7,5,4,Detchd,1,2.0,WD ,2495,1313.0,342.0,1313,1999,1890,0.0,0.0,131,184000
RL,7,2Story,CompShg,None,4,3,4,3,1,6,6,5,3,4,Attchd,1,2.0,WD ,1509,783.0,393.0,807,2003,2002,0.0,457.0,19,183200
RL,6,1Story,CompShg,BrkFace,3,3,3,3,1,2,5,5,3,1,Attchd,1,1.0,WD ,1092,1092.0,288.0,1092,1962,1962,116.0,170.0,59,139000
RL,9,2Story,CompShg,BrkFace,4,3,4,3,4,6,7,5,3,3,Attchd,1,3.0,WD ,2418,1311.0,983.0,1325,1994,1993,651.0,1173.0,28,341000
RM,5,2Story,CompShg,BrkFace,3,3,3,3,1,3,6,5,2,0,Detchd,0,1.0,COD,987,483.0,264.0,483,1971,1971,504.0,156.0,50,96000
RM,5,1Story,CompShg,None,3,3,4,3,1,1,4,5,2,0,Attchd,0,2.0,WD ,1121,1121.0,440.0,1121,2004,2003,0.0,0.0,18,140000
RM,6,1Story,CompShg,None,3,3,3,3,1,6,6,7,2,0,Attchd,0,2.0,WD ,1236,912.0,923.0,1236,1996,1957,0.0,600.0,64,149700
RL,6,1Story,CompShg,None,3,3,4,3,1,5,5,6,3,0,Attchd,0,2.0,WD ,1074,1056.0,495.0,1074,1975,1975,0.0,788.0,46,153500
A (agr),4,1Story,CompShg,None,2,1,0,0,0,0,1,5,2,0,Attchd,0,2.0,WD ,733,0.0,487.0,733,1952,1952,0.0,0.0,69,13100
RL,8,2Story,CompShg,BrkFace,4,3,4,3,1,6,7,5,3,0,Attchd,0,2.0,WD ,1768,884.0,543.0,884,2003,2003,252.0,550.0,18,224900
FV,6,1Story,CompShg,None,4,3,4,3,1,1,7,5,3,3,Attchd,1,2.0,WD ,1266,1257.0,453.0,1266,2005,2005,0.0,0.0,16,176000
RL,9,1.5Fin,CompShg,BrkFace,4,3,4,3,1,6,8,5,4,3,Attchd,1,2.0,WD ,2872,1683.0,541.0,2129,2000,1992,337.0,700.0,29,285000
RL,6,1Story,CompShg,Stone,4,3,4,3,4,6,8,5,3,0,Attchd,0,3.0,WD ,1464,1485.0,754.0,1464,2007,2007,84.0,929.0,14,282922
RL,8,2Story,CompShg,BrkFace,3,3,3,3,1,3,7,6,4,4,Attchd,2,2.0,WD ,2157,924.0,487.0,1216,1966,1966,309.0,445.0,55,226000
RL,10,2Story,CompShg,BrkFace,5,3,5,4,1,1,8,5,4,4,BuiltIn,1,3.0,New,2576,1234.0,666.0,1264,2006,2006,466.0,0.0,15,361919
RL,11,2Story,CompShg,BrkFace,4,5,5,3,4,6,9,5,3,4,BuiltIn,1,3.0,New,2798,1398.0,670.0,1414,2006,2005,600.0,1218.0,16,457347
RL,5,1Story,WdShngl,None,4,3,4,4,4,2,8,6,0,2,Attchd,2,2.0,WD ,1743,966.0,529.0,1743,1976,1976,0.0,51.0,45,279000
RL,5,1Story,CompShg,None,3,3,3,3,4,5,6,5,2,3,Attchd,2,2.0,WD ,1567,1567.0,714.0,1567,1977,1977,0.0,1567.0,44,196000
RL,6,1Story,CompShg,BrkFace,3,3,4,3,1,1,7,5,3,3,Attchd,1,2.0,WD ,1370,1090.0,479.0,1370,1976,1976,189.0,0.0,45,152000
RL,12,2Story,CompShg,BrkFace,3,3,3,3,1,2,5,5,6,0,Detchd,0,4.0,WD ,2634,1248.0,968.0,1338,1969,1969,368.0,500.0,52,200000
RL,6,1Story,CompShg,BrkFace,4,3,5,3,4,6,8,5,2,0,Attchd,0,3.0,New,1590,1570.0,754.0,1590,2006,2005,198.0,1122.0,16,294900
RL,6,1Story,CompShg,BrkFace,4,3,4,3,1,1,7,5,2,0,Attchd,0,3.0,New,1450,1450.0,788.0,1450,2009,2008,140.0,0.0,13,224243
RL,7,1.5Fin,CompShg,None,3,2,2,2,1,1,6,3,3,0,Detchd,0,2.0,WD ,1338,832.0,528.0,846,1950,1915,0.0,0.0,106,92000
RL,8,2Story,CompShg,None,4,3,4,3,3,1,7,5,3,4,Attchd,1,2.0,New,1456,728.0,400.0,728,2007,2007,0.0,0.0,14,179540
RL,8,1Story,CompShg,BrkFace,5,3,5,3,4,6,10,5,3,5,Attchd,1,3.0,WD ,2392,2392.0,968.0,2392,2003,2003,922.0,56.0,18,386250
RM,4,SLvl,CompShg,None,3,3,4,3,3,6,4,5,2,0,BuiltIn,0,1.0,WD ,992,530.0,297.0,530,1970,1970,0.0,503.0,51,106500
FV,10,2Story,CompShg,Stone,5,3,5,3,3,6,10,5,3,5,Attchd,1,3.0,WD ,2007,1017.0,812.0,1026,2008,2008,160.0,765.0,13,310000
RL,8,2Story,CompShg,BrkFace,4,3,4,3,1,1,7,5,4,3,BuiltIn,1,3.0,WD ,2385,1066.0,600.0,1108,1998,1998,275.0,0.0,23,252000
RL,7,2.5Unf,CompShg,None,3,4,3,3,1,3,7,5,4,4,Detchd,2,1.0,WD ,1646,918.0,240.0,918,1950,1941,0.0,364.0,80,164000
RL,7,2Story,CompShg,Stone,4,3,4,3,1,1,7,5,3,0,Attchd,0,2.0,New,1456,728.0,400.0,728,2007,2007,16.0,0.0,14,177594
RM,5,1.5Fin,CompShg,None,3,3,3,2,1,3,5,7,2,0,Detchd,0,2.0,WD ,1040,528.0,624.0,548,1980,1936,0.0,276.0,85,123900
RL,10,2Story,CompShg,None,3,3,4,3,1,4,6,6,4,4,Detchd,1,3.0,WD ,2624,1370.0,864.0,1370,1950,1918,0.0,1128.0,103,239000
RL,7,1Story,CompShg,None,3,3,3,3,1,3,5,5,2,3,Attchd,1,2.0,WD ,1264,1068.0,528.0,1264,1977,1965,0.0,42.0,56,169000
RL,7,1Story,CompShg,BrkFace,4,3,4,3,4,1,7,5,2,3,Attchd,1,2.0,WD ,1557,1374.0,420.0,1557,2004,2003,18.0,0.0,18,234000
RL,5,SFoyer,CompShg,None,3,3,4,3,3,6,6,7,2,2,Attchd,2,2.0,WD ,1287,957.0,541.0,1287,1977,1977,0.0,841.0,44,173000
RL,5,1Story,CompShg,BrkFace,3,3,3,3,1,5,6,7,2,3,Attchd,1,2.0,WD ,1004,1004.0,480.0,1004,1970,1970,180.0,578.0,51,149000
RL,6,1Story,CompShg,None,4,3,4,3,2,1,7,5,3,0,Attchd,0,2.0,WD ,1162,1162.0,483.0,1162,2007,2007,0.0,0.0,14,170000
FV,6,1Story,CompShg,None,4,3,5,3,1,1,7,5,3,0,Attchd,0,2.0,New,1436,1436.0,529.0,1436,2009,2008,0.0,0.0,13,225000
RL,6,1Story,CompShg,None,3,4,3,3,1,6,5,8,3,0,Attchd,0,1.0,WD ,960,960.0,300.0,960,2003,1963,0.0,634.0,58,144900
RL,6,1Story,CompShg,None,3,3,4,3,4,5,5,6,3,0,Attchd,0,1.0,WD ,1196,1196.0,336.0,1196,1968,1968,0.0,1070.0,53,144000
RL,6,1Story,CompShg,BrkFace,4,3,4,3,1,6,8,5,2,3,Attchd,1,2.0,WD ,1269,1256.0,430.0,1269,2005,2004,16.0,24.0,17,192000
RL,5,1Story,CompShg,None,4,3,3,3,1,6,5,8,2,0,Attchd,0,1.0,WD ,1031,1031.0,230.0,1031,2005,1952,0.0,931.0,69,145500
RL,5,1.5Fin,CompShg,None,3,4,2,2,1,1,4,8,1,0,Attchd,0,1.0,WD ,720,448.0,280.0,448,1998,1900,0.0,0.0,121,86900
RL,6,1Story,CompShg,BrkFace,3,3,3,3,1,4,6,4,2,3,Attchd,1,2.0,WD ,1505,1505.0,505.0,1505,1953,1953,90.0,1024.0,68,149500
RL,5,1Story,CompShg,None,3,4,2,2,1,1,5,7,2,4,Basment,1,1.0,WD ,954,920.0,240.0,954,1950,1938,0.0,0.0,83,119750
RL,6,2Story,CompShg,None,3,3,4,3,1,1,6,5,3,0,Attchd,0,2.0,New,1500,750.0,564.0,750,2006,2005,0.0,0.0,16,173900
RL,6,1Story,CompShg,None,3,3,3,3,1,3,5,6,3,0,Attchd,0,1.0,COD,1050,1050.0,368.0,1050,1961,1961,0.0,915.0,60,136500
RL,9,2Story,CompShg,None,4,3,4,3,1,1,8,5,4,0,Attchd,0,2.0,WD ,2687,2062.0,618.0,2079,1994,1994,0.0,0.0,27,270000
RL,4,1Story,CompShg,None,3,3,4,3,4,4,6,7,1,4,Attchd,1,2.0,WD ,1252,1602.0,564.0,1252,1975,1960,0.0,429.0,61,235000
RL,7,SLvl,CompShg,None,3,3,4,3,1,1,7,5,3,3,BuiltIn,1,2.0,WD ,1430,384.0,400.0,774,2000,1999,0.0,0.0,22,156000
RL,6,1Story,CompShg,None,3,3,4,3,1,6,5,5,3,0,Detchd,0,2.0,WD ,1114,1114.0,576.0,1114,2004,2003,0.0,836.0,18,153000
RM,5,1Story,CompShg,BrkFace,3,3,5,3,1,6,6,5,2,0,Attchd,0,2.0,WD ,1224,1224.0,402.0,1224,1999,1999,425.0,883.0,22,165000
RL,11,2Story,CompShg,BrkFace,4,3,4,4,1,1,9,5,4,4,BuiltIn,1,3.0,WD ,2504,1122.0,656.0,1134,2007,2005,245.0,0.0,16,325000
RL,5,1.5Fin,CompShg,None,3,3,3,2,1,2,5,5,3,0,Detchd,0,2.0,WD ,1355,728.0,528.0,760,1950,1941,0.0,533.0,80,140000
RM,9,SLvl,CompShg,BrkFace,3,3,3,3,1,4,6,6,5,4,Attchd,1,2.0,WD ,2294,741.0,658.0,1497,1963,1963,234.0,375.0,58,202500
RL,7,1Story,CompShg,BrkFace,5,3,5,3,1,6,9,5,1,4,Attchd,1,3.0,New,1702,1702.0,1052.0,1702,2008,2008,766.0,1540.0,13,367294
RL,5,SLvl,CompShg,BrkFace,4,3,4,3,3,6,6,5,3,2,Attchd,1,2.0,WD ,1509,1461.0,600.0,1509,1989,1988,219.0,783.0,33,175000
RL,7,2Story,CompShg,None,3,3,3,4,1,5,7,5,3,4,Detchd,1,3.0,WD ,1717,756.0,642.0,961,1970,1915,0.0,216.0,106,140000
RL,6,1Story,CompShg,None,3,3,4,3,1,5,7,7,3,0,Attchd,0,2.0,WD ,1240,1265.0,528.0,1240,1985,1985,0.0,215.0,36,174000
RL,5,SLvl,CompShg,Stone,4,3,4,3,4,6,7,5,2,0,Attchd,0,2.0,WD ,1166,856.0,400.0,1166,2005,2005,182.0,655.0,16,190000
RM,7,2Story,CompShg,None,4,3,3,3,1,1,5,8,3,0,NA,0,0.0,WD ,1464,504.0,0.0,764,2002,1910,0.0,0.0,111,129000
RL,6,1Story,CompShg,BrkFace,3,4,3,3,2,5,6,7,3,4,Attchd,1,2.0,WD ,1652,1592.0,510.0,1652,1991,1959,136.0,1386.0,62,200000
RL,8,2Story,CompShg,BrkFace,3,4,4,3,1,3,6,6,4,4,Attchd,1,1.0,WD ,2142,896.0,509.0,1182,1968,1968,576.0,448.0,53,193500
RL,6,1Story,CompShg,Stone,3,3,4,3,1,3,6,7,3,0,Attchd,0,2.0,WD ,1092,1092.0,504.0,1092,1964,1964,260.0,787.0,57,145000
RL,7,1.5Fin,CompShg,BrkFace,4,4,3,3,1,5,7,7,4,4,Detchd,1,2.0,WD ,1671,1022.0,451.0,1122,1950,1929,270.0,526.0,92,218000
RL,7,1Story,CompShg,BrkFace,3,3,0,0,0,0,5,6,3,5,Attchd,1,2.0,WD ,1488,0.0,569.0,1488,2002,1952,232.0,0.0,69,135000
RL,6,1Story,CompShg,Stone,3,4,3,3,2,2,5,6,2,4,Attchd,1,1.0,WD ,1624,1444.0,240.0,1624,1952,1952,150.0,40.0,69,146500
RL,6,1Story,CompShg,Stone,4,3,4,3,3,5,6,5,2,4,Attchd,1,2.0,WD ,1362,1362.0,460.0,1362,2006,2005,256.0,20.0,16,194700
FV,6,1Story,CompShg,Stone,4,3,4,3,1,6,7,5,2,0,Attchd,0,2.0,New,1218,1218.0,462.0,1218,2008,2007,210.0,902.0,14,230348
RM,5,1Story,CompShg,None,3,3,2,2,1,5,6,5,2,4,Detchd,1,1.0,WD ,1068,1124.0,288.0,1068,1950,1923,0.0,960.0,98,109500
RL,6,1Story,CompShg,None,3,3,4,3,4,6,6,6,3,3,Attchd,1,2.0,WD ,1625,1625.0,576.0,1625,1979,1979,0.0,776.0,42,242500
RL,5,2Story,CompShg,None,4,4,4,4,1,6,7,7,2,3,Attchd,1,2.0,WD ,1767,1064.0,504.0,1064,1987,1987,0.0,495.0,34,239000
RL,6,1Story,CompShg,BrkFace,3,4,3,3,1,5,6,8,3,0,Attchd,0,1.0,WD ,1050,1050.0,286.0,1050,2000,1954,176.0,824.0,67,156000
RL,5,1Story,CompShg,None,3,3,3,3,1,3,4,6,3,0,Detchd,0,1.0,WD ,907,907.0,352.0,907,1957,1957,0.0,288.0,64,109008
RM,4,1.5Fin,CompShg,None,3,3,0,0,0,0,2,4,1,0,Detchd,0,1.0,WD ,845,0.0,256.0,640,1950,1939,0.0,0.0,82,68104
RL,9,2Story,CompShg,BrkFace,4,3,4,3,3,1,8,7,4,3,Attchd,1,3.0,WD ,2501,1242.0,751.0,1251,1995,1995,466.0,0.0,26,290000
RL,6,1Story,CompShg,None,3,3,4,3,1,4,5,5,3,0,Attchd,0,2.0,ConLD,1209,1209.0,504.0,1209,1966,1966,0.0,1059.0,55,159000
RL,5,2Story,CompShg,None,3,3,3,3,1,3,4,7,2,0,Basment,0,1.0,WD ,906,348.0,231.0,453,1950,1937,0.0,120.0,84,87000
RL,6,1Story,CompShg,BrkFace,4,3,4,3,3,6,8,5,3,3,Attchd,1,2.0,WD ,1601,1581.0,670.0,1601,2002,2001,479.0,1358.0,20,272000
RL,6,1Story,CompShg,None,4,3,4,3,2,6,7,5,3,0,Attchd,0,2.0,New,1336,1336.0,502.0,1336,2006,2005,0.0,996.0,16,198000
RM,8,1.5Fin,CompShg,None,3,4,3,3,1,1,4,6,2,0,Detchd,0,2.0,WD ,1656,801.0,440.0,1095,1985,1940,0.0,0.0,81,119164
RL,5,1Story,CompShg,None,3,3,0,0,0,0,5,5,3,4,NA,1,0.0,WD ,1124,0.0,0.0,1124,1954,1954,0.0,0.0,67,93000
RL,8,2Story,CompShg,BrkFace,4,3,4,3,3,6,7,5,3,3,Attchd,1,2.0,WD ,1892,982.0,431.0,1008,2001,2000,647.0,544.0,21,226750
RL,7,2Story,CompShg,None,3,3,2,3,2,4,3,5,3,0,CarPort,0,2.0,WD ,1699,978.0,420.0,1014,1970,1900,0.0,440.0,121,95000
RM,6,1.5Fin,CompShg,None,3,3,3,3,1,3,6,7,3,0,Detchd,0,1.0,WD ,1416,780.0,312.0,780,1950,1948,0.0,300.0,73,139900
RL,6,1Story,CompShg,None,3,1,3,3,1,1,3,2,3,0,NA,0,0.0,WD ,1306,728.0,0.0,1306,1966,1940,0.0,0.0,81,76500
RL,4,1Story,CompShg,None,4,3,3,3,1,1,4,7,2,0,Detchd,0,1.0,WD ,672,672.0,308.0,672,2005,1940,0.0,0.0,81,86900
RL,6,1Story,CompShg,None,3,4,3,3,1,5,5,6,3,0,Attchd,0,1.0,WD ,1160,1113.0,257.0,1160,1968,1968,0.0,785.0,53,152500
RL,5,1Story,CompShg,Stone,3,3,4,3,1,3,4,5,2,0,Attchd,0,1.0,WD ,930,911.0,286.0,930,1953,1953,115.0,767.0,68,99000
RL,5,1Story,CompShg,None,2,3,3,3,1,2,4,7,2,0,NA,0,0.0,WD ,708,420.0,0.0,708,1950,1940,0.0,280.0,81,82500
RL,5,1Story,CompShg,None,4,3,4,3,1,6,6,5,2,0,Attchd,0,2.0,WD ,1575,1575.0,529.0,1575,1992,1992,0.0,430.0,29,179200
RL,6,1Story,CompShg,None,3,3,3,3,1,5,5,6,3,0,Attchd,0,1.0,WD ,1059,1059.0,286.0,1059,1966,1966,0.0,773.0,55,142500
RL,5,1Story,CompShg,None,3,3,3,3,1,3,4,3,3,0,Detchd,0,2.0,WD ,1005,1005.0,440.0,1005,1964,1964,0.0,513.0,57,115400
FV,7,2Story,CompShg,None,4,3,4,3,1,6,7,5,3,3,Attchd,1,2.0,WD ,1929,1057.0,650.0,1057,2001,2001,0.0,738.0,20,226000
FV,4,2Story,CompShg,None,4,3,4,3,1,1,7,5,2,0,Detchd,0,2.0,WD ,1200,600.0,480.0,520,2005,2005,0.0,0.0,16,144152
RL,9,2Story,CompShg,BrkFace,4,3,5,3,4,1,8,5,4,4,BuiltIn,1,3.0,WD ,2690,1765.0,795.0,1804,2003,2003,221.0,0.0,18,370000
RL,5,1Story,CompShg,None,3,3,4,3,2,3,5,7,2,0,Attchd,0,2.0,WD ,833,833.0,495.0,833,1984,1984,0.0,207.0,37,149900
RL,8,2Story,CompShg,None,4,3,4,3,1,1,6,5,3,0,Attchd,0,2.0,New,1456,728.0,429.0,728,2006,2006,0.0,0.0,15,172785
RL,5,1Story,CompShg,None,3,3,3,3,1,5,5,8,3,0,Detchd,0,2.0,WD ,864,864.0,720.0,864,2002,1950,0.0,398.0,71,129000
RL,7,1Story,CompShg,None,3,4,4,2,1,1,6,5,3,3,Attchd,1,2.0,WD ,1586,1362.0,435.0,1586,1998,1979,0.0,0.0,42,181000
RL,6,SLvl,CompShg,BrkFace,3,3,3,3,3,4,5,6,3,3,Basment,1,1.0,WD ,1370,1058.0,300.0,1370,1956,1956,272.0,678.0,65,148000
RL,4,1Story,CompShg,None,3,3,4,3,3,6,6,5,2,0,NA,0,0.0,WD ,914,914.0,0.0,914,2002,2002,0.0,475.0,19,117250
RL,7,1Story,CompShg,BrkFace,4,3,4,3,3,6,7,5,2,3,Attchd,1,2.0,WD ,1555,1373.0,430.0,1555,2006,2005,16.0,16.0,16,192500
RM,6,2Story,CompShg,None,3,4,4,3,1,2,6,6,3,3,Attchd,1,2.0,COD,1556,716.0,452.0,716,1980,1980,0.0,81.0,41,151000
RL,5,1Story,CompShg,None,3,3,3,3,1,2,5,5,3,0,Detchd,0,2.0,WD ,882,882.0,461.0,882,1972,1972,0.0,138.0,49,112500
RL,6,1Story,CompShg,None,3,2,3,3,1,4,5,5,3,4,Detchd,1,2.0,WD ,1167,915.0,495.0,1167,1950,1920,0.0,645.0,101,144000
RL,6,1Story,CompShg,BrkFace,5,3,5,3,1,6,9,5,2,4,Attchd,1,3.0,New,1800,1800.0,944.0,1800,2008,2007,714.0,1204.0,14,370967
RL,6,2Story,CompShg,None,3,3,3,3,1,5,6,6,3,3,Attchd,1,2.0,WD ,1456,855.0,440.0,855,1975,1975,0.0,514.0,46,149900
RL,7,2Story,CompShg,BrkFace,4,3,4,3,1,1,7,5,3,0,Attchd,0,2.0,WD ,1660,831.0,493.0,831,2002,2002,95.0,0.0,19,195000
RL,7,SLvl,CompShg,BrkFace,3,3,4,3,1,1,7,5,3,3,Attchd,1,2.0,WD ,1482,384.0,392.0,812,1992,1992,170.0,0.0,29,163900
RL,7,1Story,CompShg,BrkFace,3,3,4,3,1,4,6,5,3,3,Attchd,1,2.0,WD ,1522,1190.0,552.0,1522,1984,1984,136.0,299.0,37,182000
RL,9,1Story,CompShg,Stone,5,3,5,3,4,6,9,5,3,5,Attchd,1,3.0,WD ,2036,2190.0,780.0,2036,2008,2008,246.0,1758.0,13,410000
RL,5,1Story,CompShg,None,3,3,4,3,1,4,5,5,2,0,Detchd,0,2.0,COD,1595,1582.0,672.0,1595,1991,1991,0.0,55.0,30,152000
RL,8,2Story,CompShg,BrkFace,4,3,4,3,1,1,7,5,3,0,Attchd,0,2.0,WD ,1686,891.0,462.0,891,2005,2005,172.0,0.0,16,184000
RM,8,SFoyer,CompShg,BrkFace,3,4,4,4,4,6,7,5,2,0,Attchd,0,4.0,WD ,1344,1344.0,784.0,1344,1998,1997,200.0,1309.0,24,206300
RL,8,1Story,CompShg,None,3,3,3,3,1,4,5,5,4,0,2Types,0,3.0,WD ,1652,1652.0,928.0,1652,1970,1970,0.0,149.0,51,146500
RL,5,1.5Fin,CompShg,None,3,3,3,3,1,1,4,5,3,0,Attchd,0,1.0,WD ,1337,832.0,263.0,832,1956,1956,0.0,0.0,65,108000
RL,8,SLvl,CompShg,BrkFace,3,3,3,3,1,1,7,6,4,3,Attchd,1,2.0,WD ,1920,570.0,487.0,1222,1992,1968,143.0,0.0,53,170000
RM,3,1Story,CompShg,BrkFace,4,3,4,3,2,6,6,5,1,0,Attchd,0,2.0,WD ,848,848.0,420.0,848,2004,2004,205.0,662.0,17,145000
RL,4,1Story,CompShg,None,3,3,4,3,1,5,7,5,2,2,Attchd,1,2.0,WD ,1055,1057.0,440.0,1055,1975,1975,0.0,435.0,46,123000
RL,6,1Story,CompShg,None,3,3,4,3,2,6,6,5,2,4,Attchd,1,2.0,WD ,1291,1291.0,431.0,1291,1997,1996,0.0,1003.0,25,173000
RM,5,1Story,CompShg,None,3,4,3,3,1,1,6,8,2,0,Detchd,0,2.0,WD ,720,624.0,484.0,720,2003,1928,0.0,0.0,93,105900
RM,5,SLvl,CompShg,None,3,3,4,3,4,6,4,5,2,0,BuiltIn,0,1.0,WD ,988,462.0,297.0,526,1973,1973,0.0,462.0,48,91000
RL,7,1.5Fin,CompShg,None,3,3,3,3,1,4,5,7,3,3,Attchd,1,1.0,WD ,1523,1067.0,295.0,986,2005,1949,0.0,312.0,72,158000
RL,7,2Story,CompShg,None,4,3,4,3,1,1,7,5,3,0,Attchd,0,2.0,WD ,1728,864.0,572.0,864,2004,2004,0.0,0.0,17,190000
RL,4,1Story,CompShg,None,4,3,4,3,4,2,8,5,1,2,Attchd,1,2.0,WD ,1239,1230.0,477.0,1239,1995,1995,0.0,560.0,26,217500
RM,7,1.5Fin,CompShg,BrkFace,3,3,3,3,1,5,5,5,4,0,Attchd,0,1.0,WD ,1955,1151.0,356.0,1151,1958,1958,162.0,330.0,63,165500
RL,7,2Story,CompShg,None,3,3,3,3,1,3,7,7,3,4,Attchd,1,1.0,WD ,1564,704.0,234.0,860,1950,1941,0.0,275.0,80,174500
RL,6,SLvl,CompShg,None,3,3,5,3,3,1,4,6,3,0,Basment,0,1.0,WD ,1204,416.0,312.0,1204,1954,1954,0.0,0.0,67,100000
RL,6,1Story,CompShg,BrkFace,3,3,3,3,1,5,6,6,3,0,Attchd,0,1.0,WD ,1329,1329.0,312.0,1329,1958,1958,108.0,923.0,63,172000
RL,5,1Story,CompShg,None,3,3,3,3,1,4,5,6,3,0,Attchd,0,2.0,Con,879,864.0,440.0,879,1975,1975,0.0,330.0,46,120000
RH,4,1Story,CompShg,None,2,2,3,2,1,1,4,4,2,0,CarPort,0,1.0,WD ,841,721.0,294.0,841,1950,1950,0.0,0.0,71,82000
RL,6,1.5Fin,CompShg,None,3,3,3,3,1,1,6,6,3,0,Detchd,0,2.0,WD ,1312,784.0,649.0,900,1950,1947,0.0,0.0,74,127000
RM,8,2.5Unf,CompShg,None,3,3,4,3,1,3,6,5,3,4,Detchd,1,2.0,WD ,2058,735.0,396.0,1134,1950,1917,0.0,319.0,104,129500
RL,4,1Story,CompShg,None,4,3,4,3,3,6,8,5,1,5,Attchd,1,2.0,COD,1360,1220.0,565.0,1360,1984,1984,0.0,1036.0,37,187500
RL,6,1Story,CompShg,BrkFace,4,3,5,3,4,6,8,5,3,4,Attchd,1,3.0,WD ,1786,1778.0,715.0,1786,2003,2002,240.0,1538.0,19,300000
RL,8,2Story,CompShg,BrkFace,3,3,3,3,1,3,6,5,4,4,Attchd,1,2.0,WD ,1993,825.0,495.0,1097,1971,1971,252.0,416.0,50,190000
RL,7,1.5Fin,CompShg,None,2,2,3,2,1,1,4,5,4,0,Detchd,0,1.0,WD ,1362,951.0,280.0,986,1950,1920,0.0,0.0,101,96000
FV,7,2Story,CompShg,Stone,4,3,4,3,1,6,7,5,2,0,Attchd,0,2.0,WD ,1550,1092.0,438.0,1112,2007,2006,100.0,812.0,15,241000
RL,8,1Story,CompShg,None,3,4,3,3,1,1,5,5,3,3,Attchd,1,1.0,WD ,1696,1140.0,349.0,1696,1962,1962,0.0,0.0,59,143900
RM,5,2Story,CompShg,None,3,3,3,3,1,3,4,5,3,0,CarPort,0,1.0,WD ,1092,546.0,286.0,546,1970,1970,0.0,408.0,51,87550
RL,6,1Story,CompShg,BrkFace,5,3,5,3,1,6,9,5,2,4,Attchd,1,2.0,WD ,1752,1752.0,576.0,1752,2005,2005,412.0,456.0,16,319900
RL,11,2Story,CompShg,BrkFace,4,3,5,4,4,6,9,5,4,4,BuiltIn,1,3.0,New,2473,1094.0,675.0,1102,2006,2006,184.0,205.0,15,356383
